rank_by_return,strategy_name,rsi_period,rsi_buy,rsi_sell,rsi_buy_period,rsi_sell_period,rsi_oversold,rsi_recovery_delta,bias_period,bias_buy,bias_sell,bias_fast_period,bias_fast_buy,bias_slow_period,bias_slow_sell,bias_cross_threshold,bb_period,bb_std,bb_width_threshold,trailing_stop_pct,consecutive_days,total_return_pct,annualized_return_pct,max_drawdown_pct,win_rate_pct,wins,losses,total_trades,profit_factor,sharpe,buy_hold_return_pct,backtest_start,backtest_end,trading_days
565,RSI-recovery(7) os<25 delta>=8 sell>75,7,,75,,,25,8,,,,,,,,,,,,,,-30.79,-5.88,-56.05,71.88,23,9,64,0.82,-0.056,1083.5,2020-01-02,2026-04-28,1530
566,RSI-recovery(7) os<30 delta>=15 sell>70,7,,70,,,30,15,,,,,,,,,,,,,,-31.51,-6.04,-66.14,66.67,26,13,78,0.83,-0.0554,1083.5,2020-01-02,2026-04-28,1530
567,RSI-recovery(7) os<25 delta>=10 sell>70,7,,70,,,25,10,,,,,,,,,,,,,,-32.11,-6.18,-53.65,73.53,25,9,68,0.83,-0.0735,1083.5,2020-01-02,2026-04-28,1530
568,RSI-recovery(7) os<30 delta>=10 sell>75,7,,75,,,30,10,,,,,,,,,,,,,,-32.46,-6.26,-67.14,66.67,24,12,72,0.79,-0.0571,1083.5,2020-01-02,2026-04-28,1530
569,RSI-recovery(7) os<25 delta>=10 sell>65,7,,65,,,25,10,,,,,,,,,,,,,,-33.35,-6.46,-55.05,74.29,26,9,70,0.83,-0.0877,1083.5,2020-01-02,2026-04-28,1530
570,RSI-recovery(7) os<30 delta>=15 sell>65,7,,65,,,30,15,,,,,,,,,,,,,,-37.08,-7.35,-68.3,65.85,27,14,82,0.79,-0.1056,1083.5,2020-01-02,2026-04-28,1530
571,RSI-recovery(7) os<30 delta>=15 sell>75,7,,75,,,30,15,,,,,,,,,,,,,,-38.8,-7.77,-70.05,63.89,23,13,72,0.72,-0.1117,1083.5,2020-01-02,2026-04-28,1530
572,"TrailStop(5%) BIAS(10,-5,7)",,,,,,,,10,-5,7,,,,,,,,,5,,-38.91,-7.8,-48.13,35.56,16,29,90,0.85,-0.1869,1083.5,2020-01-02,2026-04-28,1530
573,RSI-recovery(7) os<25 delta>=10 sell>75,7,,75,,,25,10,,,,,,,,,,,,,,-39.56,-7.96,-58.74,71.88,23,9,64,0.73,-0.136,1083.5,2020-01-02,2026-04-28,1530
574,BIAS-mom(10) cross>-5% sell>=3%,,,,,,,,10,,3,,,,,-5,,,,,,-40.1,-8.1,-62.01,66.67,16,8,48,0.68,-0.153,1083.5,2020-01-02,2026-04-28,1530
575,RSI-recovery(7) os<25 delta>=15 sell>70,7,,70,,,25,15,,,,,,,,,,,,,,-40.97,-8.32,-59.46,70.59,24,10,68,0.74,-0.1556,1083.5,2020-01-02,2026-04-28,1530
576,RSI-recovery(7) os<25 delta>=15 sell>65,7,,65,,,25,15,,,,,,,,,,,,,,-42.09,-8.6,-60.72,71.43,25,10,70,0.73,-0.1713,1083.5,2020-01-02,2026-04-28,1530
577,RSI-recovery(7) os<25 delta>=15 sell>75,7,,75,,,25,15,,,,,,,,,,,,,,-45.4,-9.49,-62.5,68.75,22,10,64,0.66,-0.1954,1083.5,2020-01-02,2026-04-28,1530
578,BIAS-mom(10) cross>-2% sell>=3%,,,,,,,,10,,3,,,,,-2,,,,,,-48.92,-10.47,-68.79,72.73,32,12,88,0.67,-0.2136,1083.5,2020-01-02,2026-04-28,1530
579,BIAS-mom(10) cross>-3% sell>=3%,,,,,,,,10,,3,,,,,-3,,,,,,-52.58,-11.56,-70.67,69.23,27,12,78,0.58,-0.2636,1083.5,2020-01-02,2026-04-28,1530
580,BIAS-mom(5) cross>-7% sell>=5%,,,,,,,,5,,5,,,,,-7,,,,,,-57.2,-13.04,-69.15,28.57,2,5,14,0.09,-0.3496,1083.5,2020-01-02,2026-04-28,1530
581,BIAS-mom(5) cross>-7% sell>=7%,,,,,,,,5,,7,,,,,-7,,,,,,-59.19,-13.72,-70.58,20.0,1,4,10,0.04,-0.3213,1083.5,2020-01-02,2026-04-28,1530
