rank_by_return,strategy_name,mode,rsi_period,rsi_buy,rsi_sell,bias_period,bias_buy,bias_sell,bb_period,bb_std,macd_fast,macd_slow,kd_period,kd_buy,kd_sell,ma_short,ma_long,stop_loss,take_profit,total_return_pct,annualized_return_pct,max_drawdown_pct,win_rate_pct,wins,losses,total_trades,profit_factor,sharpe,buy_hold_return_pct,backtest_start,backtest_end,trading_days
6135,"RSI(14,35,65)+BIAS(20,-10,5)+BB(20,2.0) [any]",any,14,35,65,20,-10,5,20,2.0,,,,,,,,,,27.69,4.11,-46.93,66.67,16,8,48,1.48,0.2862,1083.5,2020-01-02,2026-04-28,1530
6136,"RSI(14,30,65)+BIAS(5,-5,3)+BB(20,2.0) [majority]",majority,14,30,65,5,-5,3,20,2.0,,,,,,,,,,27.68,4.11,-47.58,71.43,10,4,28,1.39,0.2863,1083.5,2020-01-02,2026-04-28,1530
6137,"RSI(14,30,70)+BIAS(10,-3,3)+BB(20,1.5) [majority]",majority,14,30,70,10,-3,3,20,1.5,,,,,,,,,,27.67,4.11,-47.58,77.27,17,5,44,1.44,0.2871,1083.5,2020-01-02,2026-04-28,1530
6138,"RSI(14,25,75)+BIAS(20,-7,7)+BB(20,2.5) [majority]",majority,14,25,75,20,-7,7,20,2.5,,,,,,,,,,27.65,4.1,-47.66,66.67,6,3,18,1.49,0.2858,1083.5,2020-01-02,2026-04-28,1530
6139,"RSI(14,35,60)+BIAS(20,-10,3)+BB(20,2.5) [majority]",majority,14,35,60,20,-10,3,20,2.5,,,,,,,,,,27.65,4.1,-37.47,61.54,8,5,26,2.0,0.2875,1083.5,2020-01-02,2026-04-28,1530
6140,"RSI(14,35,80)+BIAS(20,-10,5)+BB(20,1.5) [any]",any,14,35,80,20,-10,5,20,1.5,,,,,,,,,,27.65,4.1,-47.57,76.0,19,6,50,1.43,0.2866,1083.5,2020-01-02,2026-04-28,1530
6141,"RSI(14,40,80)+BIAS(20,-10,5)+BB(20,2.0) [majority]",majority,14,40,80,20,-10,5,20,2.0,,,,,,,,,,27.63,4.1,-47.57,75.0,12,4,32,1.47,0.2863,1083.5,2020-01-02,2026-04-28,1530
6142,"RSI(14,40,75)+BIAS(20,-7,3)+BB(20,2.5) [majority]",majority,14,40,75,20,-7,3,20,2.5,,,,,,,,,,27.62,4.1,-46.3,73.33,11,4,30,1.48,0.2858,1083.5,2020-01-02,2026-04-28,1530
6143,"RSI(14,30,60)+BIAS(20,-10,5)+BB(20,1.5) [any]",any,14,30,60,20,-10,5,20,1.5,,,,,,,,,,27.6,4.1,-44.69,71.43,20,8,56,1.45,0.286,1083.5,2020-01-02,2026-04-28,1530
6144,"RSI(14,30,75)+BIAS(20,-10,5)+BB(20,1.5) [any]",any,14,30,75,20,-10,5,20,1.5,,,,,,,,,,27.58,4.09,-47.58,76.0,19,6,50,1.42,0.2863,1083.5,2020-01-02,2026-04-28,1530
6145,"RSI(14,30,70)+BIAS(5,-3,5)+BB(20,1.5) [majority]",majority,14,30,70,5,-3,5,20,1.5,,,,,,,,,,27.56,4.09,-48.13,68.75,11,5,32,1.48,0.2876,1083.5,2020-01-02,2026-04-28,1530
6146,"RSI(14,40,80)+BIAS(20,-7,3)+BB(20,1.5) [majority]",majority,14,40,80,20,-7,3,20,1.5,,,,,,,,,,27.56,4.09,-47.58,72.73,16,6,44,1.47,0.2862,1083.5,2020-01-02,2026-04-28,1530
6147,"RSI(14,35,80)+BIAS(5,-5,7)+BB(20,1.5) [any]",any,14,35,80,5,-5,7,20,1.5,,,,,,,,,,27.55,4.09,-47.58,76.0,19,6,50,1.38,0.288,1083.5,2020-01-02,2026-04-28,1530
6148,"RSI(14,25,60)+BIAS(20,-10,10)+BB(20,2.0) [any]",any,14,25,60,20,-10,10,20,2.0,,,,,,,,,,27.54,4.09,-44.69,68.18,15,7,44,1.5,0.2854,1083.5,2020-01-02,2026-04-28,1530
6149,"RSI(14,35,80)+BIAS(20,-3,7)+BB(20,2.5) [any]",any,14,35,80,20,-3,7,20,2.5,,,,,,,,,,27.54,4.09,-48.13,72.22,13,5,36,1.35,0.2892,1083.5,2020-01-02,2026-04-28,1530
6150,"RSI(14,35,80)+BIAS(20,-7,10)+BB(20,2.0) [any]",any,14,35,80,20,-7,10,20,2.0,,,,,,,,,,27.54,4.09,-47.58,72.22,13,5,36,1.42,0.2869,1083.5,2020-01-02,2026-04-28,1530
6151,"RSI(14,40,65)+BIAS(20,-7,3)+BB(20,2.0) [any]",any,14,40,65,20,-7,3,20,2.0,,,,,,,,,,27.54,4.09,-46.93,72.41,21,8,58,1.47,0.2859,1083.5,2020-01-02,2026-04-28,1530
6152,"RSI(14,35,60)+BIAS(5,-7,5)+BB(20,1.5) [majority]",majority,14,35,60,5,-7,5,20,1.5,,,,,,,,,,27.52,4.08,-44.13,77.78,14,4,36,1.52,0.2854,1083.5,2020-01-02,2026-04-28,1530
6153,"RSI(14,40,65)+BIAS(10,-3,7)+BB(20,1.5) [majority]",majority,14,40,65,10,-3,7,20,1.5,,,,,,,,,,27.51,4.08,-48.13,75.0,15,5,40,1.45,0.2871,1083.5,2020-01-02,2026-04-28,1530
6154,"RSI(14,25,70)+BIAS(20,-3,10)+BB(20,2.5) [any]",any,14,25,70,20,-3,10,20,2.5,,,,,,,,,,27.49,4.08,-46.88,73.91,17,6,46,1.36,0.2886,1083.5,2020-01-02,2026-04-28,1530
6155,"RSI(14,40,60)+BIAS(20,-3,3)+BB(20,1.5) [all]",all,14,40,60,20,-3,3,20,1.5,,,,,,,,,,27.46,4.08,-47.57,73.68,14,5,38,1.51,0.2861,1083.5,2020-01-02,2026-04-28,1530
6156,"RSI(14,40,65)+BIAS(20,-7,10)+BB(20,2.0) [any]",any,14,40,65,20,-7,10,20,2.0,,,,,,,,,,27.46,4.08,-46.93,70.37,19,8,54,1.46,0.2861,1083.5,2020-01-02,2026-04-28,1530
6157,"RSI(14,40,80)+BIAS(20,-7,3)+BB(20,2.0) [majority]",majority,14,40,80,20,-7,3,20,2.0,,,,,,,,,,27.45,4.08,-47.58,76.47,13,4,34,1.46,0.2856,1083.5,2020-01-02,2026-04-28,1530
6158,"RSI(14,30,80)+BIAS(20,-10,5)+BB(20,2.0) [majority]",majority,14,30,80,20,-10,5,20,2.0,,,,,,,,,,27.44,4.07,-44.68,69.23,9,4,26,1.52,0.2849,1083.5,2020-01-02,2026-04-28,1530
6159,"RSI(14,35,60)+BIAS(10,-7,7)+BB(20,1.5) [all]",all,14,35,60,10,-7,7,20,1.5,,,,,,,,,,27.42,4.07,-60.12,66.67,4,2,12,2.73,0.2846,1083.5,2020-01-02,2026-04-28,1530
6160,"RSI(14,35,70)+BIAS(20,-3,3)+BB(20,1.5) [any]",any,14,35,70,20,-3,3,20,1.5,,,,,,,,,,27.42,4.07,-46.93,75.86,22,7,58,1.41,0.2865,1083.5,2020-01-02,2026-04-28,1530
6161,"RSI(14,35,75)+BIAS(20,-3,3)+BB(20,1.5) [any]",any,14,35,75,20,-3,3,20,1.5,,,,,,,,,,27.42,4.07,-46.93,75.86,22,7,58,1.41,0.2865,1083.5,2020-01-02,2026-04-28,1530
6162,"RSI(14,35,80)+BIAS(20,-3,3)+BB(20,1.5) [any]",any,14,35,80,20,-3,3,20,1.5,,,,,,,,,,27.42,4.07,-46.93,75.86,22,7,58,1.41,0.2865,1083.5,2020-01-02,2026-04-28,1530
6163,"RSI(14,40,70)+BIAS(20,-10,3)+BB(20,2.0) [any]",any,14,40,70,20,-10,3,20,2.0,,,,,,,,,,27.41,4.07,-46.93,75.86,22,7,58,1.47,0.2851,1083.5,2020-01-02,2026-04-28,1530
6164,"RSI(14,25,80)+BIAS(10,-3,7)+BB(20,2.0) [all]",all,14,25,80,10,-3,7,20,2.0,,,,,,,,,,27.39,4.07,-63.19,50.0,2,2,8,2.13,0.2856,1083.5,2020-01-02,2026-04-28,1530
6165,"RSI(14,25,80)+BIAS(10,-5,7)+BB(20,2.0) [all]",all,14,25,80,10,-5,7,20,2.0,,,,,,,,,,27.39,4.07,-63.19,50.0,2,2,8,2.13,0.2856,1083.5,2020-01-02,2026-04-28,1530
6166,"RSI(14,25,80)+BIAS(20,-5,10)+BB(20,2.0) [all]",all,14,25,80,20,-5,10,20,2.0,,,,,,,,,,27.39,4.07,-63.19,50.0,2,2,8,2.13,0.2856,1083.5,2020-01-02,2026-04-28,1530
6167,"RSI(14,35,60)+BIAS(10,-5,7)+BB(20,1.5) [majority]",majority,14,35,60,10,-5,7,20,1.5,,,,,,,,,,27.39,4.07,-47.58,75.0,15,5,40,1.48,0.2859,1083.5,2020-01-02,2026-04-28,1530
6168,"RSI(14,35,65)+BIAS(20,-3,10)+BB(20,1.5) [any]",any,14,35,65,20,-3,10,20,1.5,,,,,,,,,,27.39,4.07,-46.93,71.43,20,8,56,1.39,0.2869,1083.5,2020-01-02,2026-04-28,1530
6169,"RSI(14,25,75)+BIAS(20,-7,7)+BB(20,1.5) [majority]",majority,14,25,75,20,-7,7,20,1.5,,,,,,,,,,27.38,4.07,-44.13,69.23,9,4,26,1.51,0.2848,1083.5,2020-01-02,2026-04-28,1530
6170,"RSI(14,35,65)+BIAS(20,-10,5)+BB(20,1.5) [any]",any,14,35,65,20,-10,5,20,1.5,,,,,,,,,,27.36,4.06,-46.93,70.37,19,8,54,1.44,0.2851,1083.5,2020-01-02,2026-04-28,1530
6171,"RSI(14,35,75)+BIAS(20,-10,5)+BB(20,1.5) [majority]",majority,14,35,75,20,-10,5,20,1.5,,,,,,,,,,27.32,4.06,-44.13,76.47,13,4,34,1.5,0.2842,1083.5,2020-01-02,2026-04-28,1530
6172,"RSI(14,25,70)+BIAS(20,-7,3)+BB(20,2.0) [any]",any,14,25,70,20,-7,3,20,2.0,,,,,,,,,,27.3,4.06,-44.09,69.57,16,7,46,1.49,0.2843,1083.5,2020-01-02,2026-04-28,1530
6173,"RSI(14,25,75)+BIAS(20,-7,3)+BB(20,2.0) [any]",any,14,25,75,20,-7,3,20,2.0,,,,,,,,,,27.3,4.06,-44.09,69.57,16,7,46,1.49,0.2843,1083.5,2020-01-02,2026-04-28,1530
6174,"RSI(14,25,80)+BIAS(20,-7,3)+BB(20,2.0) [any]",any,14,25,80,20,-7,3,20,2.0,,,,,,,,,,27.3,4.06,-44.09,69.57,16,7,46,1.49,0.2843,1083.5,2020-01-02,2026-04-28,1530
6175,"RSI(14,30,70)+BIAS(20,-10,5)+BB(20,2.5) [majority]",majority,14,30,70,20,-10,5,20,2.5,,,,,,,,,,27.28,4.05,-37.47,60.0,6,4,20,2.24,0.2859,1083.5,2020-01-02,2026-04-28,1530
6176,"RSI(14,30,65)+BIAS(10,-3,5)+BB(20,2.5) [majority]",majority,14,30,65,10,-3,5,20,2.5,,,,,,,,,,27.27,4.05,-48.32,66.67,8,4,24,1.42,0.2849,1083.5,2020-01-02,2026-04-28,1530
6177,"RSI(14,40,65)+BIAS(10,-3,3)+BB(20,1.5) [all]",all,14,40,65,10,-3,3,20,1.5,,,,,,,,,,27.27,4.05,-48.15,68.75,11,5,32,1.46,0.2856,1083.5,2020-01-02,2026-04-28,1530
6178,"RSI(14,30,75)+BIAS(10,-5,5)+BB(20,1.5) [majority]",majority,14,30,75,10,-5,5,20,1.5,,,,,,,,,,27.26,4.05,-48.25,75.0,12,4,32,1.49,0.2859,1083.5,2020-01-02,2026-04-28,1530
6179,"RSI(14,35,60)+BIAS(20,-10,10)+BB(20,2.0) [majority]",majority,14,35,60,20,-10,10,20,2.0,,,,,,,,,,27.26,4.05,-48.61,71.43,10,4,28,1.43,0.2844,1083.5,2020-01-02,2026-04-28,1530
6180,"RSI(14,25,65)+BIAS(10,-10,7)+BB(20,1.5) [majority]",majority,14,25,65,10,-10,7,20,1.5,,,,,,,,,,27.25,4.05,-41.61,66.67,8,4,24,1.73,0.2843,1083.5,2020-01-02,2026-04-28,1530
6181,"RSI(14,25,75)+BIAS(20,-7,5)+BB(20,1.5) [any]",any,14,25,75,20,-7,5,20,1.5,,,,,,,,,,27.25,4.05,-47.58,76.0,19,6,50,1.42,0.2852,1083.5,2020-01-02,2026-04-28,1530
6182,"RSI(14,25,60)+BIAS(10,-5,10)+BB(20,1.5) [majority]",majority,14,25,60,10,-5,10,20,1.5,,,,,,,,,,27.24,4.05,-47.57,70.59,12,5,34,1.47,0.2848,1083.5,2020-01-02,2026-04-28,1530
6183,"RSI(14,35,70)+BIAS(10,-10,3)+BB(20,1.5) [majority]",majority,14,35,70,10,-10,3,20,1.5,,,,,,,,,,27.24,4.05,-44.13,78.95,15,4,38,1.47,0.284,1083.5,2020-01-02,2026-04-28,1530
6184,"RSI(14,25,65)+BIAS(20,-3,10)+BB(20,1.5) [majority]",majority,14,25,65,20,-3,10,20,1.5,,,,,,,,,,27.23,4.05,-48.13,73.68,14,5,38,1.45,0.2857,1083.5,2020-01-02,2026-04-28,1530
6185,"RSI(14,30,65)+BIAS(20,-3,10)+BB(20,1.5) [majority]",majority,14,30,65,20,-3,10,20,1.5,,,,,,,,,,27.23,4.05,-48.13,73.68,14,5,38,1.45,0.2857,1083.5,2020-01-02,2026-04-28,1530
6186,"RSI(14,30,80)+BIAS(10,-7,7)+BB(20,2.0) [any]",any,14,30,80,10,-7,7,20,2.0,,,,,,,,,,27.23,4.05,-47.57,75.0,15,5,40,1.37,0.286,1083.5,2020-01-02,2026-04-28,1530
6187,"RSI(14,25,70)+BIAS(5,-10,10)+BB(20,1.5) [any]",any,14,25,70,5,-10,10,20,1.5,,,,,,,,,,27.17,4.04,-44.16,76.92,20,6,52,1.39,0.2852,1083.5,2020-01-02,2026-04-28,1530
6188,"RSI(14,35,75)+BIAS(5,-7,3)+BB(20,2.0) [majority]",majority,14,35,75,5,-7,3,20,2.0,,,,,,,,,,27.17,4.04,-47.75,71.43,10,4,28,1.42,0.2839,1083.5,2020-01-02,2026-04-28,1530
6189,"RSI(14,35,75)+BIAS(5,-10,3)+BB(20,2.0) [majority]",majority,14,35,75,5,-10,3,20,2.0,,,,,,,,,,27.17,4.04,-47.75,71.43,10,4,28,1.42,0.2839,1083.5,2020-01-02,2026-04-28,1530
6190,"RSI(14,25,60)+BIAS(20,-3,5)+BB(20,1.5) [majority]",majority,14,25,60,20,-3,5,20,1.5,,,,,,,,,,27.14,4.03,-47.57,72.73,16,6,44,1.42,0.2845,1083.5,2020-01-02,2026-04-28,1530
6191,"RSI(14,30,60)+BIAS(20,-3,5)+BB(20,1.5) [majority]",majority,14,30,60,20,-3,5,20,1.5,,,,,,,,,,27.14,4.03,-47.57,72.73,16,6,44,1.42,0.2845,1083.5,2020-01-02,2026-04-28,1530
6192,"RSI(14,35,70)+BIAS(20,-3,10)+BB(20,2.0) [any]",any,14,35,70,20,-3,10,20,2.0,,,,,,,,,,27.14,4.03,-46.93,76.0,19,6,50,1.36,0.2865,1083.5,2020-01-02,2026-04-28,1530
6193,"RSI(14,25,65)+BIAS(5,-7,7)+BB(20,1.5) [majority]",majority,14,25,65,5,-7,7,20,1.5,,,,,,,,,,27.13,4.03,-41.61,66.67,8,4,24,1.64,0.2836,1083.5,2020-01-02,2026-04-28,1530
6194,"RSI(14,25,65)+BIAS(5,-7,10)+BB(20,1.5) [majority]",majority,14,25,65,5,-7,10,20,1.5,,,,,,,,,,27.13,4.03,-41.61,66.67,8,4,24,1.64,0.2836,1083.5,2020-01-02,2026-04-28,1530
6195,"RSI(14,30,65)+BIAS(10,-3,3)+BB(20,2.5) [majority]",majority,14,30,65,10,-3,3,20,2.5,,,,,,,,,,27.13,4.03,-48.25,68.75,11,5,32,1.42,0.2837,1083.5,2020-01-02,2026-04-28,1530
6196,"RSI(14,35,60)+BIAS(5,-3,7)+BB(20,1.5) [majority]",majority,14,35,60,5,-3,7,20,1.5,,,,,,,,,,27.13,4.03,-47.58,75.0,15,5,40,1.48,0.2852,1083.5,2020-01-02,2026-04-28,1530
6197,"RSI(14,35,60)+BIAS(5,-3,10)+BB(20,1.5) [majority]",majority,14,35,60,5,-3,10,20,1.5,,,,,,,,,,27.13,4.03,-47.58,75.0,15,5,40,1.48,0.2852,1083.5,2020-01-02,2026-04-28,1530
6198,"RSI(14,35,65)+BIAS(10,-7,7)+BB(20,1.5) [any]",any,14,35,65,10,-7,7,20,1.5,,,,,,,,,,27.13,4.03,-46.97,71.43,20,8,56,1.4,0.2851,1083.5,2020-01-02,2026-04-28,1530
6199,"RSI(14,25,60)+BIAS(10,-3,10)+BB(20,1.5) [majority]",majority,14,25,60,10,-3,10,20,1.5,,,,,,,,,,27.12,4.03,-47.58,75.0,15,5,40,1.47,0.2851,1083.5,2020-01-02,2026-04-28,1530
6200,"RSI(14,40,65)+BIAS(10,-7,5)+BB(20,1.5) [any]",any,14,40,65,10,-7,5,20,1.5,,,,,,,,,,27.12,4.03,-46.97,68.75,22,10,64,1.4,0.2847,1083.5,2020-01-02,2026-04-28,1530
6201,"RSI(14,25,70)+BIAS(20,-10,10)+BB(20,2.0) [any]",any,14,25,70,20,-10,10,20,2.0,,,,,,,,,,27.08,4.03,-44.09,70.0,14,6,40,1.43,0.2836,1083.5,2020-01-02,2026-04-28,1530
6202,"RSI(14,30,80)+BIAS(5,-5,3)+BB(20,1.5) [all]",all,14,30,80,5,-5,3,20,1.5,,,,,,,,,,27.07,4.02,-50.16,60.0,3,2,10,2.46,0.2815,1083.5,2020-01-02,2026-04-28,1530
6203,"RSI(14,25,70)+BIAS(10,-7,5)+BB(20,2.5) [any]",any,14,25,70,10,-7,5,20,2.5,,,,,,,,,,27.01,4.02,-46.97,71.43,15,6,42,1.41,0.2834,1083.5,2020-01-02,2026-04-28,1530
6204,"RSI(14,25,80)+BIAS(5,-7,3)+BB(20,1.5) [majority]",majority,14,25,80,5,-7,3,20,1.5,,,,,,,,,,27.01,4.02,-41.61,63.64,7,4,22,1.62,0.2829,1083.5,2020-01-02,2026-04-28,1530
6205,"RSI(14,35,65)+BIAS(20,-3,5)+BB(20,1.5) [majority]",majority,14,35,65,20,-3,5,20,1.5,,,,,,,,,,27.0,4.01,-47.58,72.73,16,6,44,1.42,0.2839,1083.5,2020-01-02,2026-04-28,1530
6206,"RSI(14,30,80)+BIAS(20,-3,10)+BB(20,2.0) [any]",any,14,30,80,20,-3,10,20,2.0,,,,,,,,,,26.98,4.01,-47.97,75.0,15,5,40,1.36,0.2865,1083.5,2020-01-02,2026-04-28,1530
6207,"RSI(14,25,80)+BIAS(20,-10,7)+BB(20,2.0) [majority]",majority,14,25,80,20,-10,7,20,2.0,,,,,,,,,,26.95,4.01,-48.44,55.56,5,4,18,1.54,0.2827,1083.5,2020-01-02,2026-04-28,1530
6208,"RSI(14,25,60)+BIAS(10,-5,10)+BB(20,2.0) [any]",any,14,25,60,10,-5,10,20,2.0,,,,,,,,,,26.93,4.01,-44.69,72.0,18,7,50,1.42,0.2842,1083.5,2020-01-02,2026-04-28,1530
6209,"RSI(14,35,70)+BIAS(10,-10,7)+BB(20,1.5) [majority]",majority,14,35,70,10,-10,7,20,1.5,,,,,,,,,,26.93,4.01,-48.25,73.33,11,4,30,1.55,0.2836,1083.5,2020-01-02,2026-04-28,1530
6210,"RSI(14,35,65)+BIAS(10,-3,10)+BB(20,1.5) [majority]",majority,14,35,65,10,-3,10,20,1.5,,,,,,,,,,26.91,4.0,-48.15,73.68,14,5,38,1.44,0.2846,1083.5,2020-01-02,2026-04-28,1530
6211,"RSI(14,35,75)+BIAS(20,-3,10)+BB(20,1.5) [any]",any,14,35,75,20,-3,10,20,1.5,,,,,,,,,,26.9,4.0,-47.58,76.92,20,6,52,1.37,0.2853,1083.5,2020-01-02,2026-04-28,1530
6212,"RSI(14,25,75)+BIAS(10,-3,3)+BB(20,2.5) [any]",any,14,25,75,10,-3,3,20,2.5,,,,,,,,,,26.89,4.0,-49.37,70.0,28,12,80,1.37,0.2845,1083.5,2020-01-02,2026-04-28,1530
6213,"RSI(14,25,80)+BIAS(10,-3,3)+BB(20,2.5) [any]",any,14,25,80,10,-3,3,20,2.5,,,,,,,,,,26.89,4.0,-49.37,70.0,28,12,80,1.37,0.2845,1083.5,2020-01-02,2026-04-28,1530
6214,"RSI(14,30,70)+BIAS(20,-7,3)+BB(20,2.0) [all]",all,14,30,70,20,-7,3,20,2.0,,,,,,,,,,26.88,4.0,-50.29,57.14,4,3,14,1.88,0.2823,1083.5,2020-01-02,2026-04-28,1530
6215,"RSI(14,30,70)+BIAS(20,-7,5)+BB(20,2.0) [all]",all,14,30,70,20,-7,5,20,2.0,,,,,,,,,,26.88,4.0,-50.29,57.14,4,3,14,1.88,0.2823,1083.5,2020-01-02,2026-04-28,1530
6216,"RSI(14,40,60)+BIAS(20,-5,5)+BB(20,2.5) [majority]",majority,14,40,60,20,-5,5,20,2.5,,,,,,,,,,26.86,4.0,-47.58,72.22,13,5,36,1.43,0.2829,1083.5,2020-01-02,2026-04-28,1530
6217,"RSI(14,25,60)+BIAS(20,-7,7)+BB(20,1.5) [any]",any,14,25,60,20,-7,7,20,1.5,,,,,,,,,,26.85,3.99,-44.69,70.37,19,8,54,1.45,0.2832,1083.5,2020-01-02,2026-04-28,1530
6218,"RSI(14,35,70)+BIAS(10,-10,7)+BB(20,1.5) [any]",any,14,35,70,10,-10,7,20,1.5,,,,,,,,,,26.85,4.0,-46.97,76.92,20,6,52,1.41,0.2835,1083.5,2020-01-02,2026-04-28,1530
6219,"RSI(14,40,75)+BIAS(20,-5,10)+BB(20,1.5) [majority]",majority,14,40,75,20,-5,10,20,1.5,,,,,,,,,,26.84,3.99,-48.13,78.57,11,3,28,1.42,0.2854,1083.5,2020-01-02,2026-04-28,1530
6220,"RSI(14,40,70)+BIAS(20,-10,5)+BB(20,1.5) [any]",any,14,40,70,20,-10,5,20,1.5,,,,,,,,,,26.83,3.99,-46.93,75.0,21,7,56,1.41,0.2834,1083.5,2020-01-02,2026-04-28,1530
6221,"RSI(14,30,75)+BIAS(10,-3,3)+BB(20,2.5) [any]",any,14,30,75,10,-3,3,20,2.5,,,,,,,,,,26.82,3.99,-49.37,70.0,28,12,80,1.37,0.2843,1083.5,2020-01-02,2026-04-28,1530
6222,"RSI(14,30,80)+BIAS(10,-3,3)+BB(20,2.5) [any]",any,14,30,80,10,-3,3,20,2.5,,,,,,,,,,26.82,3.99,-49.37,70.0,28,12,80,1.37,0.2843,1083.5,2020-01-02,2026-04-28,1530
6223,"RSI(14,40,70)+BIAS(20,-7,7)+BB(20,2.5) [any]",any,14,40,70,20,-7,7,20,2.5,,,,,,,,,,26.82,3.99,-46.93,73.91,17,6,46,1.42,0.2842,1083.5,2020-01-02,2026-04-28,1530
6224,"RSI(14,25,80)+BIAS(20,-3,10)+BB(20,1.5) [all]",all,14,25,80,20,-3,10,20,1.5,,,,,,,,,,26.8,3.99,-49.5,40.0,2,3,10,1.93,0.2831,1083.5,2020-01-02,2026-04-28,1530
6225,"RSI(14,25,80)+BIAS(20,-5,10)+BB(20,1.5) [all]",all,14,25,80,20,-5,10,20,1.5,,,,,,,,,,26.8,3.99,-49.5,40.0,2,3,10,1.93,0.2831,1083.5,2020-01-02,2026-04-28,1530
6226,"RSI(14,30,65)+BIAS(10,-10,5)+BB(20,1.5) [majority]",majority,14,30,65,10,-10,5,20,1.5,,,,,,,,,,26.8,3.99,-48.25,68.75,11,5,32,1.53,0.2821,1083.5,2020-01-02,2026-04-28,1530
6227,"RSI(14,35,70)+BIAS(10,-3,10)+BB(20,1.5) [majority]",majority,14,35,70,10,-3,10,20,1.5,,,,,,,,,,26.78,3.99,-48.15,68.75,11,5,32,1.49,0.2847,1083.5,2020-01-02,2026-04-28,1530
6228,"RSI(14,25,75)+BIAS(20,-7,7)+BB(20,2.0) [all]",all,14,25,75,20,-7,7,20,2.0,,,,,,,,,,26.76,3.98,-54.63,50.0,2,2,8,1.76,0.2818,1083.5,2020-01-02,2026-04-28,1530
6229,"RSI(14,25,75)+BIAS(20,-10,7)+BB(20,2.0) [all]",all,14,25,75,20,-10,7,20,2.0,,,,,,,,,,26.76,3.98,-54.63,50.0,2,2,8,1.76,0.2818,1083.5,2020-01-02,2026-04-28,1530
6230,"RSI(14,40,70)+BIAS(5,-5,5)+BB(20,2.0) [any]",any,14,40,70,5,-5,5,20,2.0,,,,,,,,,,26.76,3.98,-46.97,76.92,20,6,52,1.35,0.2849,1083.5,2020-01-02,2026-04-28,1530
6231,"RSI(14,40,65)+BIAS(20,-10,7)+BB(20,1.5) [any]",any,14,40,65,20,-10,7,20,1.5,,,,,,,,,,26.74,3.98,-46.93,68.97,20,9,58,1.44,0.2829,1083.5,2020-01-02,2026-04-28,1530
6232,"RSI(14,25,70)+BIAS(20,-7,7)+BB(20,2.5) [majority]",majority,14,25,70,20,-7,7,20,2.5,,,,,,,,,,26.72,3.98,-44.32,60.0,6,4,20,1.51,0.2815,1083.5,2020-01-02,2026-04-28,1530
6233,"RSI(14,35,75)+BIAS(10,-3,7)+BB(20,1.5) [majority]",majority,14,35,75,10,-3,7,20,1.5,,,,,,,,,,26.67,3.97,-48.15,78.57,11,3,28,1.41,0.2847,1083.5,2020-01-02,2026-04-28,1530
6234,"RSI(14,35,60)+BIAS(10,-7,7)+BB(20,2.0) [majority]",majority,14,35,60,10,-7,7,20,2.0,,,,,,,,,,26.65,3.97,-46.93,73.33,11,4,30,1.43,0.2823,1083.5,2020-01-02,2026-04-28,1530
6235,"RSI(14,25,60)+BIAS(20,-7,3)+BB(20,2.5) [majority]",majority,14,25,60,20,-7,3,20,2.5,,,,,,,,,,26.63,3.97,-41.09,69.23,9,4,26,1.56,0.282,1083.5,2020-01-02,2026-04-28,1530
6236,"RSI(14,40,70)+BIAS(20,-10,5)+BB(20,2.0) [majority]",majority,14,40,70,20,-10,5,20,2.0,,,,,,,,,,26.62,3.96,-47.58,72.22,13,5,36,1.47,0.2817,1083.5,2020-01-02,2026-04-28,1530
6237,"RSI(14,30,65)+BIAS(5,-3,3)+BB(20,2.5) [any]",any,14,30,65,5,-3,3,20,2.5,,,,,,,,,,26.61,3.96,-45.12,70.83,34,14,96,1.46,0.2819,1083.5,2020-01-02,2026-04-28,1530
6238,"RSI(14,35,65)+BIAS(20,-7,3)+BB(20,2.0) [any]",any,14,35,65,20,-7,3,20,2.0,,,,,,,,,,26.61,3.96,-46.93,68.0,17,8,50,1.47,0.2815,1083.5,2020-01-02,2026-04-28,1530
6239,"RSI(14,35,60)+BIAS(5,-3,7)+BB(20,1.5) [any]",any,14,35,60,5,-3,7,20,1.5,,,,,,,,,,26.58,3.96,-46.56,75.61,31,10,82,1.42,0.2843,1083.5,2020-01-02,2026-04-28,1530
6240,"RSI(14,35,60)+BIAS(10,-7,5)+BB(20,2.5) [any]",any,14,35,60,10,-7,5,20,2.5,,,,,,,,,,26.58,3.96,-44.13,69.23,18,8,52,1.41,0.2815,1083.5,2020-01-02,2026-04-28,1530
6241,"RSI(14,40,75)+BIAS(5,-5,10)+BB(20,1.5) [majority]",majority,14,40,75,5,-5,10,20,1.5,,,,,,,,,,26.58,3.96,-48.13,78.57,11,3,28,1.42,0.2846,1083.5,2020-01-02,2026-04-28,1530
6242,"RSI(14,30,60)+BIAS(20,-10,3)+BB(20,1.5) [all]",all,14,30,60,20,-10,3,20,1.5,,,,,,,,,,26.56,3.96,-37.47,57.14,4,3,14,2.76,0.2826,1083.5,2020-01-02,2026-04-28,1530
6243,"RSI(14,40,65)+BIAS(10,-5,10)+BB(20,2.0) [any]",any,14,40,65,10,-5,10,20,2.0,,,,,,,,,,26.56,3.96,-46.97,71.43,20,8,56,1.4,0.2838,1083.5,2020-01-02,2026-04-28,1530
